Date,^GSPC,DJI,Nikkei,IBEX,VIX
2015-06-30,2063.110107421875,17619.509765625,20235.73046875,10769.4892578125,18.229999542236328
2015-07-01,2077.419921875,17757.91015625,20329.3203125,10911.4892578125,16.09000015258789
2015-07-02,2076.780029296875,17730.109375,20522.5,10846.3896484375,16.790000915527344
2015-07-06,2068.760009765625,17683.580078125,20112.119140625,10540.0888671875,17.010000228881836
2015-07-07,2081.340087890625,17776.91015625,20376.58984375,10345.9892578125,16.09000015258789
2015-07-08,2046.6800537109375,17515.419921875,19737.640625,10430.2890625,19.65999984741211
2015-07-09,2051.31005859375,17548.619140625,19855.5,10706.3896484375,19.969999313354492
2015-07-10,2076.6201171875,17760.41015625,19779.830078125,11036.0888671875,16.829999923706055
2015-07-13,2099.60009765625,17977.6796875,20089.76953125,11224.1884765625,13.899999618530273
2015-07-14,2108.949951171875,18053.580078125,20385.330078125,11258.2880859375,13.369999885559082
2015-07-15,2107.39990234375,18050.169921875,20463.330078125,11335.6884765625,13.229999542236328
2015-07-16,2124.2900390625,18120.25,20600.119140625,11510.587890625,12.109999656677246
2015-07-17,2126.639892578125,18086.44921875,20650.919921875,11480.6884765625,11.949999809265137
2015-07-21,2119.2099609375,17919.2890625,20841.970703125,11458.587890625,12.220000267028809
2015-07-22,2114.14990234375,17851.0390625,20593.669921875,11484.2880859375,12.119999885559082
2015-07-23,2102.14990234375,17731.919921875,20683.94921875,11441.888671875,12.640000343322754
2015-07-24,2079.64990234375,17568.529296875,20544.529296875,11309.2880859375,13.739999771118164
2015-07-27,2067.639892578125,17440.58984375,20350.099609375,11145.388671875,15.600000381469727
2015-07-28,2093.25,17630.26953125,20328.890625,11252.388671875,13.4399995803833
2015-07-29,2108.570068359375,17751.390625,20302.91015625,11282.888671875,12.5
2015-07-30,2108.6298828125,17745.98046875,20522.830078125,11168.587890625,12.130000114440918
2015-07-31,2103.840087890625,17689.859375,20585.240234375,11180.6884765625,12.119999885559082
2015-08-03,2098.0400390625,17598.19921875,20548.109375,11265.888671875,12.5600004196167
2015-08-04,2093.320068359375,17550.689453125,20520.359375,11150.48828125,13.0
2015-08-05,2099.840087890625,17540.470703125,20614.060546875,11279.48828125,12.510000228881836
2015-08-06,2083.56005859375,17419.75,20664.439453125,11253.587890625,13.770000457763672
2015-08-07,2077.570068359375,17373.380859375,20724.560546875,11178.1884765625,13.390000343322754
2015-08-10,2104.179931640625,17615.169921875,20808.689453125,11311.6884765625,12.229999542236328
2015-08-11,2084.070068359375,17402.83984375,20720.75,11152.2880859375,13.710000038146973
2015-08-12,2086.050048828125,17402.509765625,20392.76953125,10880.0888671875,13.609999656677246
2015-08-13,2083.389892578125,17408.25,20595.55078125,10947.8896484375,13.489999771118164
2015-08-14,2091.5400390625,17477.400390625,20519.44921875,10879.2890625,12.829999923706055
2015-08-17,2102.43994140625,17545.1796875,20620.259765625,10900.2890625,13.020000457763672
2015-08-18,2096.919921875,17511.33984375,20554.470703125,10897.8896484375,13.789999961853027
2015-08-19,2079.610107421875,17348.73046875,20222.630859375,10782.3896484375,15.25
